Point,CPD (mV),WFRA (mV),WFDel (mV),Std WF,GD (au),Std GD,Z Height (um),User,Time(Secs),,
975,-42.9,-41.7,-4.0,2.6,286.0,0.2,0.00,1.4,415.942,,
976,-41.6,-41.7,-2.7,2.6,286.2,0.2,0.00,1.4,416.379,,
977,-37.2,-40.5,1.7,2.6,286.1,0.2,0.00,1.4,416.816,,
978,-37.7,-38.8,1.2,2.6,286.2,0.2,0.00,1.3,417.253,,
979,-44.6,-39.8,-5.8,2.6,286.0,0.2,0.00,1.3,417.690,,
980,-34.8,-39.0,4.0,2.6,286.4,0.2,0.00,1.3,418.111,,
981,-39.1,-39.5,-0.2,2.6,286.3,0.2,0.00,1.3,418.548,,
982,-40.2,-38.0,-1.3,2.6,286.0,0.2,0.00,1.3,418.984,,
983,-40.9,-40.1,-2.0,2.6,286.1,0.2,0.00,1.4,419.421,,
984,-37.5,-39.5,1.4,2.6,286.2,0.2,0.00,1.3,419.858,,
985,-38.7,-39.0,0.1,2.6,286.2,0.2,0.00,1.3,420.279,,
986,-43.2,-39.8,-4.3,2.6,286.0,0.2,0.00,1.3,420.716,,
987,-40.9,-40.9,-2.0,2.6,286.1,0.2,0.00,1.3,421.153,,
988,-38.4,-40.8,0.5,2.6,286.2,0.2,0.00,1.3,421.590,,
989,-41.6,-40.3,-2.7,2.6,286.1,0.2,0.00,1.3,422.026,,
990,-40.3,-40.1,-1.5,2.6,286.2,0.2,0.00,1.3,422.463,,
991,-44.8,-42.2,-5.9,2.6,286.2,0.2,0.00,1.3,422.900,,
992,-36.8,-40.7,2.0,2.6,285.8,0.2,0.00,1.3,423.337,,
993,-43.4,-41.7,-4.5,2.6,286.1,0.2,0.00,1.3,423.774,,
994,-38.8,-39.7,0.1,2.6,286.0,0.2,0.00,1.2,424.210,,
995,-35.7,-39.3,3.1,2.6,286.2,0.2,0.00,1.2,424.632,,
996,-44.4,-39.6,-5.6,2.6,286.1,0.2,0.00,1.3,425.053,,
997,-41.1,-40.4,-2.2,2.6,286.2,0.2,0.00,1.3,425.490,,
998,-42.5,-42.7,-3.6,2.6,286.0,0.2,0.00,1.4,425.926,,
999,-38.8,-40.8,0.1,2.6,286.1,0.2,0.00,1.4,426.363,,
1000,-44.6,-42.0,-5.8,2.6,286.0,0.2,0.00,1.4,426.800,,
1001,-39.7,-41.0,-0.8,2.6,286.0,0.2,0.00,1.3,427.221,,
1002,-39.1,-41.1,-0.3,2.6,285.9,0.2,0.00,1.3,427.658,,
1003,-40.6,-39.8,-1.7,2.6,285.9,0.2,0.00,1.3,428.095,,
1004,-41.6,-40.4,-2.7,2.6,286.2,0.2,0.00,1.4,428.532,,
1005,-36.3,-39.5,2.6,2.6,286.2,0.2,0.00,1.4,428.968,,
1006,-37.0,-38.3,1.9,2.6,286.1,0.2,0.00,1.3,429.405,,
1007,-36.8,-36.7,2.1,2.6,286.2,0.2,0.00,1.4,429.826,,
1008,-38.2,-37.3,0.6,2.6,286.2,0.2,0.00,1.3,430.263,,
1009,-37.9,-37.6,1.0,2.6,286.1,0.2,0.00,1.3,430.700,,
1010,-40.0,-38.7,-1.2,2.6,286.0,0.2,0.00,1.4,431.137,,
1011,-39.4,-39.1,-0.6,2.6,286.3,0.2,0.00,1.3,431.574,,
1012,-39.8,-39.8,-1.0,2.6,286.1,0.2,0.00,1.3,431.995,,
1013,-38.2,-39.2,0.6,2.6,286.0,0.2,0.00,1.3,432.432,,
1014,-39.3,-39.1,-0.4,2.6,286.1,0.2,0.00,1.3,432.868,,
1015,-41.4,-39.6,-2.5,2.6,286.3,0.2,0.00,1.4,433.305,,
1016,-36.8,-39.2,2.1,2.6,286.1,0.2,0.00,1.3,433.742,,
1017,-35.0,-37.7,3.9,2.6,286.3,0.2,0.00,1.3,434.163,,
1018,-36.1,-36.0,2.8,2.6,286.0,0.2,0.00,1.3,434.600,,
1019,-38.9,-36.7,-0.1,2.6,286.1,0.2,0.00,1.3,435.037,,
1020,-37.7,-37.6,1.2,2.6,286.1,0.2,0.00,1.4,435.474,,
1021,-41.2,-39.3,-2.4,2.6,286.1,0.2,0.00,1.4,435.910,,
1022,-38.9,-39.3,-0.1,2.6,286.2,0.2,0.00,1.3,436.347,,
1023,-36.1,-38.7,2.8,2.6,286.2,0.2,0.00,1.4,436.768,,
1024,-46.7,-40.6,-7.9,2.6,286.2,0.2,0.00,1.3,437.205,,
1025,-39.3,-40.7,-0.4,2.6,286.1,0.2,0.00,1.3,437.642,,
1026,-39.5,-41.8,-0.6,2.6,286.1,0.2,0.00,1.4,438.079,,
1027,-41.1,-39.9,-2.2,2.6,286.1,0.2,0.00,1.3,438.516,,
1028,-42.3,-41.0,-3.5,2.6,286.0,0.2,0.00,1.3,438.952,,
1029,-41.8,-41.7,-2.9,2.6,286.1,0.2,0.00,1.3,439.374,,
1030,-37.0,-40.4,1.9,2.6,286.0,0.2,0.00,1.3,439.826,,
1031,-38.9,-39.2,0.0,2.6,286.3,0.2,0.00,1.3,440.263,,
1032,-42.3,-39.4,-3.4,2.6,286.2,0.2,0.00,1.4,440.684,,
1033,-38.8,-40.0,0.1,2.6,286.1,0.2,0.00,1.4,441.121,,
1034,-39.8,-40.3,-1.0,2.6,286.1,0.2,0.00,1.3,441.542,,
1035,-37.5,-38.7,1.3,2.6,286.0,0.2,0.00,1.3,441.979,,
1036,-44.6,-40.7,-5.8,2.6,286.1,0.2,0.00,1.3,442.416,,
1037,-39.8,-40.7,-1.0,2.6,286.1,0.2,0.00,1.4,442.852,,
1038,-42.3,-42.3,-3.4,2.6,286.1,0.2,0.00,1.3,443.274,,
1039,-39.8,-40.7,-1.0,2.6,286.0,0.2,0.00,1.3,443.710,,
1040,-42.8,-41.7,-4.0,2.6,286.1,0.2,0.00,1.3,444.147,,
1041,-39.1,-40.6,-0.2,2.6,286.3,0.2,0.00,1.3,444.584,,
1042,-38.9,-40.3,-0.1,2.6,286.1,0.2,0.00,1.3,445.021,,
1043,-43.4,-40.5,-4.5,2.6,286.0,0.2,0.00,1.3,445.458,,
1044,-35.6,-39.3,3.3,2.6,286.1,0.2,0.00,1.3,445.879,,
1045,-41.2,-40.1,-2.4,2.6,286.1,0.2,0.00,1.3,446.316,,
1046,-39.8,-38.9,-1.0,2.6,286.1,0.2,0.00,1.3,446.752,,
1047,-35.0,-38.7,3.8,2.6,286.0,0.2,0.00,1.4,447.189,,
1048,-35.0,-36.6,3.8,2.6,286.2,0.2,0.00,1.4,447.626,,
1049,-39.3,-36.4,-0.4,2.6,286.3,0.2,0.00,1.4,448.063,,
1050,-41.4,-38.6,-2.6,2.6,286.1,0.2,0.00,1.4,448.484,,
1051,-37.9,-39.5,1.0,2.6,286.2,0.2,0.00,1.3,448.921,,
1052,-43.4,-40.9,-4.5,2.6,286.2,0.2,0.00,1.3,449.358,,
1053,-43.0,-41.4,-4.2,2.6,286.1,0.2,0.00,1.4,449.779,,
1054,-43.7,-43.4,-4.9,2.6,286.0,0.2,0.00,1.3,450.216,,
1055,-37.1,-41.3,1.7,2.6,286.4,0.2,0.00,1.3,450.652,,
1056,-39.7,-40.2,-0.8,2.6,285.9,0.2,0.00,1.3,451.089,,
1057,-41.2,-39.3,-2.4,2.6,286.1,0.2,0.00,1.3,451.526,,
1058,-42.1,-41.0,-3.3,2.6,286.1,0.2,0.00,1.4,451.963,,
1059,-41.8,-41.7,-2.9,2.6,286.2,0.2,0.00,1.4,452.400,,
1060,-40.9,-41.6,-2.0,2.6,286.0,0.2,0.00,1.4,452.821,,
1061,-39.8,-40.8,-1.0,2.6,286.1,0.2,0.00,1.3,453.258,,
1062,-40.0,-40.2,-1.1,2.6,286.0,0.2,0.00,1.4,453.694,,
1063,-36.2,-38.7,2.6,2.6,286.2,0.2,0.00,1.3,454.131,,
1064,-38.1,-38.1,0.8,2.6,286.0,0.2,0.00,1.4,454.568,,
1065,-38.4,-37.6,0.5,2.6,286.1,0.2,0.00,1.3,454.989,,
1066,-41.6,-39.3,-2.7,2.6,286.2,0.2,0.00,1.3,455.426,,
1067,-38.4,-39.5,0.5,2.6,286.2,0.2,0.00,1.3,455.863,,
1068,-39.1,-39.7,-0.2,2.6,286.1,0.2,0.00,1.3,456.300,,
1069,-37.7,-38.4,1.2,2.6,286.0,0.2,0.00,1.3,456.736,,
1070,-41.1,-39.3,-2.2,2.6,286.1,0.2,0.00,1.3,457.158,,
1071,-42.3,-40.4,-3.5,2.6,286.1,0.2,0.00,1.3,457.594,,
1072,-41.1,-41.5,-2.2,2.6,286.2,0.2,0.00,1.3,458.031,,
1073,-42.1,-41.8,-3.3,2.6,286.2,0.2,0.00,1.3,458.468,,
1074,-37.9,-40.3,1.0,2.6,286.1,0.2,0.00,1.3,458.905,,
1075,-38.4,-39.5,0.5,2.6,286.1,0.2,0.00,1.4,459.326,,
1076,-40.7,-39.0,-1.8,2.6,286.1,0.2,0.00,1.4,459.763,,
1077,-38.1,-39.1,0.8,2.6,286.0,0.2,0.00,1.3,460.200,,
1078,-37.9,-38.9,1.0,2.6,286.2,0.2,0.00,1.4,460.636,,
1079,-39.7,-38.5,-0.8,2.6,286.0,0.2,0.00,1.3,461.073,,
1080,-41.3,-39.6,-2.4,2.6,285.9,0.2,0.00,1.3,461.510,,
1081,-40.3,-40.4,-1.5,2.6,286.3,0.2,0.00,1.4,461.931,,
1082,-37.7,-39.8,1.2,2.6,286.2,0.2,0.00,1.3,462.368,,
1083,-43.4,-40.5,-4.5,2.6,286.2,0.2,0.00,1.4,462.805,,
1084,-38.9,-40.0,-0.1,2.6,286.2,0.2,0.00,1.3,463.242,,
1085,-37.1,-39.8,1.7,2.6,286.2,0.2,0.00,1.3,463.678,,
1086,-36.4,-37.5,2.4,2.6,286.1,0.2,0.00,1.4,464.100,,
1087,-40.2,-37.9,-1.3,2.6,286.1,0.2,0.00,1.3,464.536,,
1088,-39.8,-38.8,-1.0,2.6,286.0,0.2,0.00,1.3,464.973,,
1089,-40.0,-40.0,-1.2,2.6,286.0,0.2,0.00,1.3,465.410,,
1090,-36.8,-38.9,2.1,2.6,286.3,0.2,0.00,1.3,465.847,,
1091,-43.0,-39.9,-4.2,2.6,286.2,0.2,0.00,1.4,466.284,,
1092,-42.7,-40.8,-3.8,2.6,286.1,0.2,0.00,1.4,466.720,,
1093,-39.7,-41.8,-0.8,2.6,286.0,0.2,0.00,1.3,467.142,,
1094,-38.6,-40.3,0.3,2.6,285.9,0.2,0.00,1.3,467.578,,
1095,-38.4,-38.9,0.5,2.6,286.1,0.2,0.00,1.3,468.015,,
1096,-39.8,-38.9,-1.0,2.6,286.2,0.2,0.00,1.4,468.452,,
1097,-39.3,-39.2,-0.4,2.6,286.2,0.2,0.00,1.4,468.873,,
1098,-39.5,-39.5,-0.6,2.6,286.1,0.2,0.00,1.4,469.310,,
1099,-42.1,-40.3,-3.3,2.6,286.1,0.2,0.00,1.3,469.747,,
1100,-40.2,-40.6,-1.3,2.6,286.0,0.2,0.00,1.3,470.184,,
1101,-43.6,-42.0,-4.7,2.6,286.0,0.2,0.00,1.3,470.636,,
1102,-40.6,-41.4,-1.7,2.6,286.0,0.2,0.00,1.3,471.057,,
1103,-39.8,-41.3,-1.0,2.6,286.1,0.2,0.00,1.3,471.478,,
1104,-41.8,-40.7,-2.9,2.6,286.2,0.2,0.00,1.3,471.915,,
1105,-35.2,-38.9,3.7,2.6,286.2,0.2,0.00,1.3,472.352,,
1106,-45.7,-40.9,-6.8,2.6,286.1,0.2,0.00,1.3,472.789,,
1107,-42.3,-41.1,-3.5,2.6,286.1,0.2,0.00,1.3,473.210,,
1108,-40.9,-43.0,-2.0,2.6,286.1,0.2,0.00,1.3,473.647,,
1109,-43.6,-42.3,-4.7,2.6,286.0,0.2,0.00,1.3,474.084,,
1110,-41.4,-42.0,-2.6,2.6,286.0,0.2,0.00,1.3,474.520,,
1111,-36.5,-40.5,2.4,2.6,286.0,0.2,0.00,1.3,474.957,,
1112,-42.8,-40.2,-4.0,2.6,286.1,0.2,0.00,1.4,475.394,,
1113,-35.9,-38.4,3.0,2.6,286.2,0.2,0.00,1.3,475.831,,
1114,-36.1,-38.3,2.8,2.6,285.9,0.2,0.00,1.3,476.252,,
1115,-42.0,-38.0,-3.1,2.6,286.1,0.2,0.00,1.3,476.704,,
1116,-38.8,-38.9,0.1,2.6,286.0,0.2,0.00,1.3,477.126,,
1117,-40.2,-40.3,-1.3,2.6,286.0,0.2,0.00,1.3,477.562,,
1118,-40.9,-39.9,-2.0,2.6,286.1,0.2,0.00,1.3,477.984,,
1119,-39.6,-40.2,-0.8,2.6,286.1,0.2,0.00,1.4,478.420,,
1120,-41.6,-40.7,-2.7,2.6,286.2,0.2,0.00,1.3,478.857,,
1121,-45.5,-42.3,-6.7,2.6,286.0,0.2,0.00,1.3,479.294,,
1122,-40.4,-42.5,-1.5,2.6,286.0,0.2,0.00,1.3,479.731,,
1123,-42.7,-42.9,-3.8,2.6,286.2,0.2,0.00,1.4,480.168,,
1124,-41.1,-41.4,-2.2,2.6,286.0,0.2,0.00,1.3,480.620,,
1125,-39.6,-41.1,-0.7,2.6,286.4,0.2,0.00,1.4,481.041,,
1126,-37.0,-39.2,1.9,2.6,286.1,0.2,0.00,1.3,481.462,,
1127,-41.2,-39.3,-2.4,2.6,286.1,0.3,0.00,1.3,481.899,,
1128,-39.1,-39.1,-0.3,2.6,286.0,0.3,0.00,1.3,482.336,,
1129,-37.9,-39.4,1.0,2.6,286.1,0.3,0.00,1.3,482.773,,
1130,-40.2,-39.1,-1.3,2.6,286.2,0.3,0.00,1.3,483.194,,
1131,-41.6,-39.9,-2.7,2.6,286.1,0.3,0.00,1.3,483.631,,
1132,-43.4,-41.7,-4.5,2.6,286.1,0.3,0.00,1.3,484.068,,
1133,-42.1,-42.4,-3.3,2.6,286.0,0.3,0.00,1.3,484.489,,
1134,-42.0,-42.5,-3.1,2.6,286.1,0.3,0.00,1.3,484.926,,
1135,-38.9,-41.0,-0.1,2.6,286.0,0.3,0.00,1.4,485.362,,
1136,-44.4,-41.8,-5.6,2.6,286.1,0.3,0.00,1.3,485.799,,
1137,-37.1,-40.2,1.7,2.6,286.2,0.3,0.00,1.4,486.252,,
1138,-36.3,-39.3,2.6,2.6,286.0,0.3,0.00,1.3,486.673,,
1139,-37.9,-37.1,1.0,2.6,286.2,0.3,0.00,1.4,487.094,,
1140,-43.2,-39.1,-4.3,2.6,286.2,0.3,0.00,1.3,487.531,,
1141,-39.3,-40.1,-0.4,2.6,286.0,0.3,0.00,1.3,487.968,,
1142,-43.6,-42.0,-4.7,2.6,286.0,0.3,0.00,1.3,488.420,,
1143,-45.7,-42.9,-6.8,2.6,286.1,0.3,0.00,1.3,488.841,,
1144,-35.0,-41.4,3.8,2.6,286.2,0.3,0.00,1.3,489.278,,
1145,-43.9,-41.5,-5.0,2.6,286.1,0.3,0.00,1.3,489.715,,
1146,-40.0,-39.6,-1.1,2.6,286.2,0.3,0.00,1.3,490.136,,
1147,-39.6,-41.2,-0.8,2.6,286.1,0.3,0.00,1.4,490.573,,
1148,-40.6,-40.1,-1.7,2.6,285.9,0.3,0.00,1.4,491.025,,
1149,-37.4,-39.2,1.5,2.6,285.9,0.3,0.00,1.3,491.462,,
1150,-37.5,-38.5,1.4,2.6,286.3,0.3,0.00,1.3,491.899,,
1151,-36.3,-37.0,2.6,2.6,286.1,0.3,0.00,1.3,492.336,,
1152,-39.0,-37.6,-0.1,2.6,285.9,0.3,0.00,1.0,492.788,,
1153,-40.7,-38.6,-1.9,2.6,286.0,0.3,0.00,0.8,493.225,,
1154,-36.6,-38.8,2.2,2.6,286.1,0.3,0.00,0.5,493.662,,
1155,-41.4,-39.6,-2.5,2.6,286.2,0.3,0.00,0.6,494.098,,
1156,-40.0,-39.3,-1.1,2.6,286.1,0.3,0.00,1.4,494.551,,
1157,-45.9,-42.4,-7.0,2.6,286.1,0.3,0.00,1.3,495.003,,
1158,-40.4,-42.1,-1.5,2.6,286.0,0.3,0.00,1.3,495.424,,
1159,-44.8,-43.7,-5.9,2.6,286.0,0.3,0.00,1.3,495.861,,
1160,-35.7,-40.3,3.1,2.6,286.1,0.3,0.00,1.3,496.314,,
1161,-36.8,-39.1,2.1,2.6,286.2,0.3,0.00,1.3,496.735,,
1162,-35.4,-36.0,3.5,2.6,286.2,0.3,0.00,1.4,497.156,,
1163,-41.9,-38.0,-3.1,2.6,286.2,0.3,0.00,1.4,497.593,,
1164,-40.3,-39.2,-1.5,2.6,286.3,0.3,0.00,1.3,498.045,,
1165,-46.2,-42.8,-7.3,2.6,286.3,0.3,0.00,1.0,498.498,,
1166,-42.5,-43.0,-3.6,2.6,286.2,0.3,0.00,-0.1,498.950,,
1167,-40.3,-43.0,-1.5,2.6,286.3,0.3,0.00,-0.6,499.387,,
1168,-39.3,-40.7,-0.4,2.6,286.1,0.3,0.00,1.3,499.839,,
1169,-36.1,-38.6,2.8,2.6,286.0,0.3,0.00,1.2,500.292,,
1170,-41.4,-38.9,-2.5,2.6,286.2,0.3,0.00,1.0,500.744,,
1171,-42.7,-40.1,-3.8,2.6,286.1,0.3,0.00,0.9,501.181,,
1172,-38.2,-40.8,0.6,2.6,286.0,0.3,0.00,1.4,501.633,,
1173,-35.8,-38.9,3.1,2.6,286.0,0.3,0.00,1.4,502.086,,
1174,-37.5,-37.2,1.3,2.6,286.0,0.3,0.00,1.4,502.522,,
1175,-41.2,-38.2,-2.4,2.6,286.1,0.3,0.00,1.3,502.959,,
1176,-39.3,-39.4,-0.4,2.6,286.1,0.3,0.00,1.4,503.396,,
1177,-37.7,-39.4,1.2,2.6,286.2,0.3,0.00,1.3,503.833,,
1178,-40.2,-39.0,-1.3,2.6,286.2,0.3,0.00,1.0,504.285,,
1179,-36.8,-38.2,2.1,2.6,286.0,0.3,0.00,-0.5,504.738,,
1180,-36.8,-37.9,2.1,2.6,286.0,0.3,0.00,1.4,505.190,,
1181,-41.8,-38.5,-2.9,2.6,286.0,0.3,0.00,1.3,505.642,,
1182,-40.9,-39.8,-2.0,2.6,286.1,0.3,0.00,0.9,506.095,,
1183,-41.1,-41.2,-2.2,2.6,286.2,0.3,0.00,-0.5,506.547,,
1184,-43.0,-41.7,-4.2,2.6,286.1,0.3,0.00,1.4,507.000,,
1185,-41.6,-41.9,-2.7,2.6,286.0,0.3,0.00,1.3,507.421,,
1186,-39.3,-41.3,-0.5,2.6,285.9,0.3,0.00,1.3,507.873,,
1187,-44.1,-41.7,-5.2,2.6,286.1,0.3,0.00,1.3,508.310,,
1188,-39.7,-41.0,-0.8,2.6,286.0,0.3,0.00,1.3,508.747,,
1189,-41.3,-41.7,-2.4,2.6,286.0,0.3,0.00,1.3,509.184,,
1190,-41.1,-40.7,-2.2,2.6,286.1,0.3,0.00,1.3,509.620,,
1191,-44.8,-42.4,-5.9,2.6,286.1,0.3,0.00,1.3,510.057,,
1192,-39.3,-41.7,-0.4,2.6,286.0,0.3,0.00,1.1,510.510,,
1193,-35.2,-39.8,3.7,2.6,286.2,0.3,0.00,1.3,510.962,,
1194,-42.1,-38.9,-3.3,2.6,286.2,0.3,0.00,1.3,511.414,,
1195,-41.2,-39.5,-2.4,2.6,286.1,0.3,0.00,1.3,511.851,,
1196,-39.3,-40.9,-0.4,2.6,286.2,0.3,0.00,1.4,512.288,,
1197,-40.0,-40.2,-1.1,2.6,286.2,0.3,0.00,1.3,512.725,,
1198,-42.9,-40.7,-4.0,2.6,286.0,0.3,0.00,1.3,513.146,,
1199,-42.5,-41.8,-3.6,2.6,286.1,0.3,0.00,1.3,513.598,,
1200,-41.6,-42.3,-2.7,2.6,286.2,0.3,0.00,0.9,514.051,,
1201,-45.1,-43.1,-6.3,2.6,286.1,0.3,0.00,-0.6,514.503,,
1202,-40.0,-42.3,-1.2,2.6,286.0,0.3,0.00,1.3,514.956,,
1203,-41.6,-42.3,-2.8,2.6,285.9,0.3,0.00,1.3,515.408,,
1204,-40.9,-40.8,-2.0,2.6,286.0,0.3,0.00,0.9,515.860,,
1205,-38.4,-40.3,0.5,2.6,286.2,0.3,0.00,1.4,516.313,,
1206,-42.7,-40.6,-3.8,2.6,286.1,0.3,0.00,1.3,516.765,,
1207,-36.8,-39.3,2.1,2.6,286.2,0.3,0.00,1.3,517.202,,
1208,-38.2,-39.2,0.6,2.6,286.2,0.3,0.00,1.3,517.639,,
1209,-40.4,-38.5,-1.5,2.6,286.1,0.3,0.00,1.3,518.091,,
1210,-43.6,-40.7,-4.7,2.6,286.1,0.3,0.00,1.3,518.512,,
1211,-42.5,-42.1,-3.6,2.6,286.1,0.3,0.00,1.3,518.949,,
1212,-42.0,-42.7,-3.1,2.6,286.1,0.3,0.00,0.9,519.402,,
1213,-39.1,-41.2,-0.3,2.6,285.9,0.3,0.00,-0.5,519.854,,
1214,-41.6,-40.9,-2.7,2.6,286.1,0.3,0.00,1.3,520.322,,
1215,-42.8,-41.2,-4.0,2.6,286.1,0.3,0.00,1.3,520.759,,
1216,-39.3,-41.2,-0.4,2.6,286.2,0.3,0.00,0.8,521.211,,
1217,-42.7,-41.6,-3.8,2.6,286.1,0.3,0.00,1.3,521.664,,
1218,-41.1,-41.0,-2.2,2.6,286.0,0.3,0.00,1.3,522.116,,
1219,-41.2,-41.7,-2.4,2.6,286.1,0.3,0.00,1.3,522.568,,
1220,-39.6,-40.7,-0.8,2.6,286.2,0.3,0.00,0.8,523.021,,
1221,-38.6,-39.8,0.3,2.6,286.2,0.3,0.00,1.3,523.473,,
1222,-42.8,-40.4,-4.0,2.6,286.1,0.3,0.00,1.4,523.926,,
1223,-36.6,-39.3,2.3,2.6,286.3,0.3,0.00,1.4,524.362,,
1224,-38.2,-39.2,0.7,2.6,286.2,0.3,0.00,1.3,524.799,,
1225,-40.4,-38.4,-1.5,2.6,286.1,0.3,0.00,1.3,525.236,,
1226,-42.3,-40.3,-3.4,2.6,286.3,0.3,0.00,1.3,525.673,,
1227,-38.1,-40.2,0.8,2.6,286.0,0.3,0.00,1.3,526.110,,
1228,-40.9,-40.4,-2.0,2.6,286.3,0.3,0.00,1.0,526.562,,
1229,-43.4,-40.8,-4.5,2.6,286.0,0.3,0.00,-0.4,527.014,,
1230,-36.6,-40.3,2.2,2.6,286.0,0.3,0.00,1.3,527.467,,
1231,-42.7,-40.9,-3.8,2.6,286.1,0.3,0.00,1.3,527.919,,
1232,-42.7,-40.7,-3.8,2.6,286.2,0.3,0.00,1.0,528.372,,
1233,-40.2,-41.8,-1.3,2.6,286.1,0.3,0.00,1.4,528.824,,
1234,-38.9,-40.6,-0.1,2.6,286.2,0.3,0.00,1.3,529.276,,
1235,-39.3,-39.5,-0.4,2.6,286.2,0.3,0.00,1.3,529.713,,
1236,-38.2,-38.8,0.6,2.6,286.1,0.3,0.00,1.3,530.150,,
1237,-43.9,-40.5,-5.0,2.6,286.3,0.3,0.00,1.3,530.587,,
1238,-40.0,-40.7,-1.1,2.6,286.0,0.3,0.00,1.3,531.024,,
1239,-37.9,-40.6,1.0,2.6,286.2,0.3,0.00,1.3,531.460,,
1240,-42.3,-40.1,-3.4,2.6,286.2,0.3,0.00,1.3,531.897,,
1241,-38.6,-39.6,0.3,2.6,286.1,0.3,0.00,0.9,532.350,,
1242,-36.6,-39.2,2.2,2.6,286.1,0.3,0.00,1.3,532.802,,
1243,-44.1,-39.8,-5.2,2.6,286.2,0.3,0.00,1.3,533.254,,
1244,-38.9,-39.9,-0.1,2.6,286.1,0.3,0.00,1.3,533.691,,
1245,-39.1,-40.7,-0.3,2.6,286.0,0.3,0.00,1.4,534.128,,
1246,-38.6,-38.9,0.3,2.6,286.3,0.3,0.00,1.3,534.565,,
1247,-38.2,-38.6,0.6,2.6,286.1,0.3,0.00,1.3,535.002,,
1248,-42.8,-39.9,-4.0,2.6,286.2,0.3,0.00,1.2,535.438,,
1249,-42.7,-41.2,-3.8,2.6,286.2,0.3,0.00,1.3,535.875,,
1250,-39.1,-41.5,-0.2,2.6,286.2,0.3,0.00,0.8,536.328,,
1251,-40.7,-40.8,-1.8,2.6,286.2,0.3,0.00,1.3,536.780,,
1252,-39.3,-39.7,-0.4,2.6,286.1,0.3,0.00,1.3,537.232,,
1253,-40.5,-40.2,-1.7,2.6,286.1,0.3,0.00,1.3,537.669,,
1254,-41.4,-40.4,-2.5,2.6,286.2,0.3,0.00,1.2,538.122,,
1255,-39.6,-40.5,-0.8,2.6,286.2,0.3,0.00,0.7,538.574,,
1256,-40.7,-40.6,-1.9,2.6,286.0,0.3,0.00,1.3,539.026,,
1257,-41.6,-40.7,-2.7,2.6,286.0,0.3,0.00,1.3,539.479,,
1258,-37.3,-39.9,1.5,2.6,286.2,0.3,0.00,1.3,539.916,,
1259,-40.5,-39.8,-1.7,2.6,286.0,0.3,0.00,1.3,540.352,,
1260,-38.0,-38.6,0.8,2.6,286.2,0.3,0.00,1.3,540.789,,
1261,-43.0,-40.5,-4.2,2.6,286.2,0.3,0.00,1.2,541.226,,
1262,-37.9,-39.6,1.0,2.6,286.2,0.3,0.00,1.0,541.678,,
1263,-43.8,-41.5,-4.9,2.6,285.9,0.3,0.00,-0.4,542.131,,
1264,-38.9,-40.2,-0.1,2.6,286.1,0.3,0.00,1.3,542.583,,
1265,-43.4,-42.0,-4.5,2.6,286.1,0.3,0.00,1.3,543.036,,
1266,-46.6,-43.0,-7.7,2.6,286.3,0.3,0.00,0.9,543.488,,
1267,-43.2,-44.4,-4.3,2.6,286.1,0.3,0.00,1.4,543.940,,
1268,-40.7,-43.5,-1.9,2.6,286.1,0.3,0.00,1.3,544.393,,
1269,-42.1,-42.0,-3.3,2.6,286.1,0.3,0.00,1.3,544.830,,
1270,-44.1,-42.3,-5.2,2.6,286.2,0.3,0.00,1.3,545.266,,
1271,-39.1,-41.8,-0.2,2.6,286.1,0.3,0.00,1.3,545.703,,
1272,-37.3,-40.2,1.5,2.6,286.1,0.3,0.00,1.3,546.140,,
1273,-40.5,-39.0,-1.7,2.6,286.0,0.3,0.00,1.2,546.577,,
1274,-39.7,-39.2,-0.8,2.6,286.0,0.3,0.00,0.9,547.029,,
1275,-45.5,-41.9,-6.7,2.6,286.0,0.3,0.00,-0.6,547.482,,
1276,-38.2,-41.1,0.6,2.6,286.2,0.3,0.00,1.3,547.934,,
1277,-40.4,-41.4,-1.5,2.6,286.0,0.3,0.00,1.3,548.386,,
1278,-38.8,-39.1,0.1,2.6,286.1,0.3,0.00,0.9,548.839,,
1279,-38.0,-39.1,0.8,2.6,286.2,0.3,0.00,1.3,549.291,,
1280,-42.8,-39.9,-4.0,2.6,286.1,0.3,0.00,1.3,549.744,,
1281,-40.0,-40.3,-1.1,2.6,286.1,0.3,0.00,1.3,550.196,,
1282,-42.5,-41.8,-3.6,2.6,286.2,0.3,0.00,1.0,550.648,,
1283,-40.5,-41.0,-1.7,2.6,286.1,0.3,0.00,1.4,551.101,,
1284,-43.0,-42.0,-4.1,2.6,286.4,0.3,0.00,1.4,551.553,,
1285,-42.3,-41.9,-3.4,2.6,286.1,0.3,0.00,1.3,551.990,,
1286,-42.3,-42.5,-3.4,2.6,286.1,0.3,0.00,1.2,552.442,,
1287,-39.1,-41.2,-0.2,2.6,286.3,0.3,0.00,0.8,552.895,,
1288,-41.3,-40.9,-2.4,2.6,286.1,0.3,0.00,1.4,553.347,,
1289,-38.2,-39.5,0.6,2.6,286.1,0.3,0.00,1.4,553.800,,
1290,-40.4,-39.9,-1.5,2.6,286.1,0.3,0.00,1.2,554.252,,
1291,-43.4,-40.6,-4.5,2.6,286.2,0.3,0.00,0.7,554.704,,
1292,-41.6,-41.8,-2.8,2.6,286.0,0.3,0.00,1.3,555.157,,
1293,-41.2,-42.1,-2.4,2.6,286.2,0.3,0.00,1.3,555.609,,
